package_name,github_owner,github_repo,commits_90d,commits_365d,commit_velocity_trend,contributors_total,contributors_90d,bus_factor,open_issues,closed_issues_90d,issue_response_time_median,days_since_last_release,release_frequency,release_regularity,weekly_downloads,download_trend,dependent_count,has_readme,has_license,repo_stars,repo_open_prs,days_since_last_commit,label
firebase-tools,firebase,firebase-tools,252,922,1.0933,30,27,14.47,971,1,4.24,0,4.25,2.38,2140593,0.8751,0,1,1,4431,504,0,1
jake,jakejs,jake,10,17,2.3529,30,1,81.67,76,1,551.28,28,73.5,78.07,27755706,0.9105,0,1,1,1974,15,28,1
@npmcli/node-gyp,npm,node-gyp,9,21,1.7143,13,4,44.9,2,1,0.0,45,373.0,211.16,12311635,0.8888,0,1,1,8,0,5,1
remark-cli,remarkjs,remark,0,3,0.0,30,0,68.47,9,1,6.11,784,249.75,124.2,314138,0.7796,0,1,1,8916,8,9999,0
postcss-cli,postcss,postcss-cli,0,8,0.0,30,0,40.33,18,1,0.0,467,296.5,125.44,1362967,0.9046,0,1,1,856,12,9999,0
consola,nuxt,consola,0,2,0.0,30,0,71.1,82,1,0.0,462,20.0,25.34,49146220,0.8964,0,1,1,7289,43,9999,0
@formatjs/cli,formatjs,formatjs,497,1142,1.7408,30,3,53.75,17,1,0.0,11,1.0,1.73,1122796,0.9185,0,1,0,14723,14,7,1
direction,wooorm,direction,0,0,0.0,2,0,95.93,0,0,64.89,1689,321.25,77.24,4951834,0.915,0,1,1,45,0,9999,0
getopts,jorgebucaran,getopts,0,3,0.0,7,0,91.01,5,1,1555.72,1953,212.25,226.29,4109911,0.8598,0,1,1,636,0,9999,0
@angular-builders/custom-webpack,just-jeb,angular-builders,204,419,1.9475,30,2,52.48,3,1,0.0,0,3.0,5.2,411248,0.8635,0,1,1,1163,2,0,1
xterm,xtermjs,xterm.js,355,1205,1.1784,30,7,68.06,181,1,0.0,966,2.5,4.33,506945,0.9327,0,1,1,20798,37,10,1
restore-cursor,sindresorhus,restore-cursor,0,0,0.0,6,0,78.26,0,0,1.32,697,481.5,343.38,106908736,0.8897,0,1,1,41,0,9999,0
elegant-spinner,sindresorhus,elegant-spinner,0,0,0.0,4,0,78.57,0,0,0.0,1750,9999,9999,2537086,0.8209,0,1,1,227,0,9999,0
hyperlinker,jamestalmage,hyperlinker,0,0,0.0,1,0,100.0,1,0,0.0,3129,9999,9999,3604063,0.858,0,1,1,89,1,9999,0
yeoman-environment,yeoman,environment,40,151,1.0596,30,3,34.86,2,1,0.0,55,32.25,11.61,1552356,0.9563,0,1,1,132,1,0,1
cors,expressjs,cors,1,13,0.3077,30,1,44.97,44,1,0.0,152,804.75,1071.56,62388032,0.9234,0,1,1,6194,27,77,1
redux-thunk,reduxjs,redux-thunk,0,0,0.0,30,0,33.5,2,0,3.65,932,24.5,33.35,24757951,0.9141,0,1,1,17694,1,9999,0
trough,wooorm,trough,0,0,0.0,3,0,95.12,0,0,121.22,869,249.5,281.18,38790798,0.8768,0,1,1,69,0,9999,0
serve-favicon,expressjs,serve-favicon,0,7,0.0,13,0,82.7,8,0,0.0,378,736.25,1094.46,2512929,0.914,0,1,1,626,8,9999,0
@aws-sdk/util-middleware,aws,aws-sdk-js-v3,1120,3662,1.2234,30,2,39.81,183,1,16.0,1068,10.5,6.8,1409449,0.9211,0,1,1,3635,63,0,1
http-proxy-middleware,chimurai,http-proxy-middleware,91,117,3.1111,30,8,94.05,22,1,68.93,3,3.0,3.32,27708705,0.8718,0,1,1,11132,2,4,1
cookie-parser,expressjs,cookie-parser,0,5,0.0,21,0,87.18,31,1,0.0,622,763.75,272.13,10033396,0.8916,0,1,1,2026,17,9999,0
koa-compose,koajs,compose,0,0,0.0,19,0,47.59,11,1,0.0,2111,353.5,316.45,7380825,0.9284,0,1,1,1020,7,9999,0
express-rate-limit,nfriedly,express-rate-limit,30,138,0.8696,30,5,50.35,10,1,0.0,40,4.75,3.9,47733157,0.8749,0,1,1,3265,5,0,1
request-ip,pbojinov,request-ip,0,0,0.0,25,0,75.84,30,1,88.45,1447,1.25,2.17,2753288,0.8976,0,1,1,865,15,9999,0
grant,simov,grant,0,0,0.0,30,0,96.4,43,0,0.0,503,276.25,204.1,384602,0.8577,0,1,1,4174,3,9999,0
koa-convert,gyson,koa-convert,0,0,0.0,4,0,90.62,3,0,29.01,2111,448.75,756.5,3616934,0.8636,0,1,1,251,1,9999,0
redux-saga,redux-saga,redux-saga,10,17,2.3529,30,3,42.99,35,1,0.0,33,52.75,84.58,1543269,0.9546,0,1,1,22443,12,33,1
multer,expressjs,multer,7,31,0.9032,30,3,36.57,264,1,0.0,8,83.0,91.51,18516841,0.9057,0,1,1,12057,84,8,1
express-fileupload,richardgirges,express-fileupload,0,4,0.0,30,0,60.0,24,0,9.48,353,152.75,124.41,536159,0.8802,0,1,1,1561,5,9999,0
webpack-hot-middleware,webpack-contrib,webpack-hot-middleware,0,9,0.0,30,0,63.08,82,0,0.0,872,134.0,73.99,6596806,0.9243,0,1,1,2383,14,9999,0
jayson,tedeh,jayson,0,3,0.0,17,0,91.4,1,0,153.36,183,133.0,74.22,1943841,0.9032,0,1,1,727,0,9999,0
morgan,expressjs,morgan,4,19,0.8421,27,2,87.31,37,1,0.0,20,792.0,671.33,12449055,0.8814,0,1,1,8181,22,20,1
redux-promise-middleware,pburtchaell,redux-promise-middleware,0,2,0.0,30,0,53.33,0,0,405.47,908,444.0,376.97,107235,0.9221,0,1,1,1973,0,9999,0
popsicle,serviejs,popsicle,0,0,0.0,12,0,90.24,7,0,1002.37,945,369.25,461.57,285939,0.9599,0,1,1,245,0,9999,0
graphql-middleware,maticzav,graphql-middleware,0,0,0.0,24,0,35.54,43,0,0.0,1081,93.25,71.27,345115,0.982,0,1,1,1144,22,9999,0
cookie-session,expressjs,cookie-session,0,8,0.0,20,0,92.52,17,1,0.0,340,504.25,293.05,516460,0.8941,0,1,1,1148,12,9999,0
express-openapi-validator,cdimascio,express-openapi-validator,2,63,0.127,30,2,69.84,243,1,0.0,154,55.25,47.96,600858,0.8954,0,1,1,1002,80,25,1
corser,agrueneberg,Corser,0,0,0.0,4,0,98.04,2,0,468.59,3597,367.0,345.57,6212186,0.9266,0,1,1,94,0,9999,0
koa-favicon,koajs,favicon,0,0,0.0,11,0,44.74,2,0,0.0,2308,495.0,298.51,245223,0.8632,0,1,0,105,1,9999,0
express-basic-auth,LionC,express-basic-auth,0,0,0.0,1,0,100.0,17,0,136.87,1654,331.5,372.06,1035195,0.8658,0,1,0,334,6,9999,0
@gatsbyjs/webpack-hot-middleware,gatsbyjs,webpack-hot-middleware,0,0,0.0,30,0,73.1,2,0,0.0,1313,9999,9999,215887,0.9556,0,1,1,3,2,9999,0
koa-jwt,koajs,jwt,0,0,0.0,30,0,38.08,7,0,0.0,1262,318.75,104.4,82688,0.92,0,1,1,1349,3,9999,0
altair-express-middleware,altair-graphql,altair,38,289,0.526,30,3,92.01,169,1,0.0,16,0.0,0.0,31015,1.0375,0,1,1,5412,137,16,1
next-connect,hoangvvo,next-connect,0,0,0.0,12,0,69.61,43,0,193.95,1146,75.25,121.28,171356,0.7151,0,1,1,1655,6,9999,0
express-validation,andrewkeig,express-validation,0,0,0.0,21,0,50.87,12,0,0.0,735,200.0,336.62,68684,1.0906,0,1,1,393,9,9999,0
celebrate,arb,celebrate,15,15,4.0,24,1,85.79,2,1,0.0,49,467.75,325.73,81207,0.9303,0,1,1,1350,1,49,1
koa-etag,koajs,etag,0,4,0.0,12,0,32.88,5,0,0.0,382,846.25,644.82,376716,0.8741,0,1,1,115,5,9999,0
graphql-upload,jaydenseric,graphql-upload,0,0,0.0,9,0,81.86,4,0,40.93,623,207.75,322.99,554859,0.9051,0,1,1,1439,0,9999,0
@rest-hooks/core,coinbase,rest-hooks,175,578,1.2111,30,4,58.25,15,1,0.0,1033,12.75,14.53,3701,0.761,0,1,1,2031,12,0,1
@commercetools/sdk-middleware-auth,commercetools,nodejs,0,6,0.0,30,0,18.03,66,1,0.0,424,292.0,372.19,56735,0.942,0,1,1,77,15,9999,0
redux-observable,redux-observable,redux-observable,0,4,0.0,30,0,61.52,55,0,0.0,196,417.75,401.08,329679,1.0081,0,1,1,7815,4,9999,0
redux-loop,redux-loop,redux-loop,0,0,0.0,30,0,53.42,11,0,0.0,1686,180.25,107.31,29779,1.0931,0,1,1,1952,1,9999,0
ware,segmentio,ware,0,0,0.0,10,0,55.56,5,0,131.08,4071,61.25,90.33,235653,0.9001,0,1,0,254,1,9999,0
redux-logger,theaqua,redux-logger,0,0,0.0,30,0,26.47,58,0,0.0,2642,170.25,294.88,1123350,0.9079,0,1,1,5720,16,9999,0
@marblejs/middleware-cors,marblejs,marble,0,0,0.0,19,0,89.61,6,0,1184.61,1205,125.25,161.05,268,0.9057,0,1,1,2148,1,9999,0
itty-router,kwhitley,itty-router,2,19,0.4211,29,1,88.81,13,1,2.07,15,78.75,78.92,293784,0.8639,0,1,1,2034,2,15,1
koa-static,koajs,static,0,0,0.0,20,0,41.03,13,0,0.0,2841,107.0,55.27,1491412,0.9116,0,1,1,1146,7,9999,0
webpack-hmr-server,pan-alexey,webpack-hmr-server,0,0,0.0,1,0,100.0,0,0,0.0,1445,9.75,16.89,28,2.2105,0,1,1,1,0,9999,0
koa-ratelimit,koajs,ratelimit,0,0,0.0,23,0,20.0,1,1,5390.39,382,502.75,236.2,44343,0.9047,0,1,1,494,0,9999,0
koa-onerror,koajs,onerror,0,0,0.0,5,0,74.63,4,0,0.0,506,589.5,592.93,43166,0.8238,0,1,1,141,1,9999,0
express-jwt-permissions,MichielDeMey,express-jwt-permissions,0,0,0.0,13,0,51.75,9,0,0.0,1364,243.0,203.67,25632,0.9356,0,1,1,521,5,9999,0
request-stats,watson,request-stats,0,0,0.0,3,0,90.11,3,0,551.82,3340,248.25,342.05,161209,0.9105,0,1,1,77,1,9999,0
graphql-rate-limit-directive,ravangen,graphql-rate-limit,0,0,0.0,6,0,51.22,15,1,0.0,566,253.25,60.88,36772,1.3772,0,1,1,318,11,9999,0
express-gateway,expressgateway,express-gateway,0,0,0.0,30,0,71.78,78,0,0.0,1881,163.75,203.77,872,1.5144,0,1,1,3035,13,9999,0
mime-db,jshttp,mime-db,1,32,0.125,30,1,88.44,47,1,0.0,462,319.5,326.84,232703482,0.8943,0,1,1,1245,23,2,1
levelup,Level,levelup,0,0,0.0,30,0,44.47,0,0,5.7,1725,134.25,142.63,990950,0.8825,0,1,1,4072,0,9999,0
lowdb,typicode,lowdb,1,2,2.0,30,1,90.84,15,0,0.0,909,60.25,66.86,3303337,0.9892,0,1,1,22558,2,87,0
firebase,firebase,firebase-js-sdk,114,309,1.4757,30,18,18.94,718,1,0.0,6,0.0,0.0,8502264,0.8821,0,1,1,5125,270,6,1
redis-parser,NodeRedis,node-redis-parser,0,0,0.0,6,0,57.63,9,0,21.28,3315,29.5,19.91,20392131,0.8836,0,1,1,87,4,9999,0
@react-native-firebase/app,invertase,react-native-firebase,147,446,1.3184,30,12,47.0,81,1,9.7,0,25.25,23.56,1285034,0.9459,0,1,1,12294,18,0,1
pg,brianc,node-postgres,36,101,1.4257,30,17,78.67,504,1,0.0,4,34.25,24.59,34508541,0.8723,0,1,1,13166,54,0,1
firebase-admin,firebase,firebase-admin-node,61,110,2.2182,30,10,45.56,226,1,0.0,14,25.25,12.42,7331453,0.8706,0,1,1,1731,30,0,1
knex,knex,knex,56,124,1.8065,30,17,42.99,715,1,0.0,52,9.0,11.0,4573159,0.8795,0,1,1,20313,145,10,1
level,Level,level,0,4,0.0,20,0,42.38,10,1,0.0,428,323.75,211.19,422338,0.8819,0,1,1,1675,4,9999,0
mssql,tediousjs,node-mssql,97,191,2.0314,30,3,48.13,22,1,0.0,0,11.75,8.29,2689582,0.8891,0,1,1,2274,0,0,1
lmdb,DoctorEvidence,lmdb-js,15,53,1.1321,30,2,85.02,79,1,0.0,5,23.0,13.3,5884427,0.8717,0,1,1,660,2,5,1
umzug,sequelize,umzug,7,12,2.3333,30,2,26.05,28,1,0.0,52,201.75,222.46,2019645,0.9035,0,1,1,2195,15,14,1
dynamoose,dynamoose,dynamoose,8,49,0.6531,30,3,79.48,125,1,26.68,48,142.25,80.43,221429,0.8836,0,1,1,2248,22,2,1
level-packager,Level,packager,0,0,0.0,10,0,39.64,0,0,0.0,1725,188.0,190.27,372684,0.8893,0,1,1,20,0,9999,0
mongoose-browser,Automattic,mongoose,395,1973,0.8008,30,6,65.85,170,1,98.85,2871,9999,9999,74,0.5056,0,1,1,27478,3,0,1
postgres,porsager,postgres,3,11,1.0909,30,2,85.64,262,1,0.03,79,131.25,92.61,10708926,0.9,0,1,1,8667,40,79,1
level-supports,Level,supports,0,2,0.0,3,0,82.05,1,0,0.0,542,194.25,196.78,976002,0.9351,0,1,1,5,1,9999,0
oracledb,oracle,node-oracledb,46,127,1.4488,6,1,73.74,23,1,1008.07,22,118.25,77.59,687221,0.9268,0,1,1,2357,1,21,1
node-pg-migrate,salsita,node-pg-migrate,51,169,1.2071,30,6,35.75,55,1,0.0,15,36.0,21.79,373574,0.9273,0,1,1,1470,16,1,1
sqlite,kriasoft,node-sqlite,0,0,0.0,30,0,59.33,7,0,62.49,964,45.75,42.54,230774,1.0042,0,1,1,933,4,9999,0
level-mem,Level,mem,0,0,0.0,8,0,46.27,0,0,0.0,1725,228.5,309.74,103380,0.8094,0,1,1,24,0,9999,0
better-sqlite3,WiseLibs,better-sqlite3,17,69,0.9855,30,5,85.05,95,1,0.2,7,22.75,12.62,8050832,0.8432,0,1,1,7311,20,7,1
tedious,tediousjs,tedious,10,30,1.3333,30,2,57.34,229,1,0.0,1,54.0,48.37,4160606,0.8906,0,1,1,1615,55,1,1
@foal/typeorm,FoalTS,foal,1,173,0.0231,30,1,82.08,25,1,0.0,127,24.0,18.21,639,1.162,0,1,1,1936,7,18,1
cassandra-driver,datastax,nodejs-driver,15,18,3.3333,30,3,75.41,9,1,0.0,47,240.75,239.39,284712,0.907,0,1,1,1270,8,7,1
@hapi/mimos,hapijs,mimos,0,0,0.0,11,0,36.0,3,0,0.1,1227,318.5,129.28,1591994,0.8266,0,1,1,20,3,9999,0
node-json-db,Belphemur,node-json-db,57,355,0.6423,30,2,40.82,10,1,0.0,105,35.25,38.29,20818,0.8235,0,1,1,828,0,1,1
@rikishi/watermelondb,Nozbe,WatermelonDB,0,8,0.0,30,0,74.9,303,1,0.0,1673,31.0,43.92,54,0.633,0,1,1,11732,31,9999,0
fortune,fortunejs,fortune,0,0,0.0,24,0,94.75,15,0,0.0,853,479.0,453.39,2795,0.6666,0,1,1,1451,1,9999,0
total.js,totaljs,framework,0,0,0.0,30,0,97.89,3,0,47.54,1688,20.5,18.09,1109,0.9861,0,1,1,4365,0,9999,0
warehouse,hexojs,warehouse,0,0,0.0,18,0,59.51,14,0,0.0,522,251.75,149.32,29039,0.9183,0,1,1,205,8,9999,0
vuexfire,vuejs,vuefire,7,15,1.8667,30,2,73.22,45,1,27.09,2024,85.0,39.83,2045,1.0556,0,1,1,3909,19,69,1
dexie,dfahlander,Dexie.js,53,246,0.8618,30,3,89.37,593,1,0.06,7,15.0,16.9,1719596,0.918,0,1,1,14446,14,7,1
promise-mysql,lukeb-uk,node-promise-mysql,0,0,0.0,23,0,46.98,4,0,26.78,1515,116.75,57.49,52499,0.8614,0,1,1,335,2,9999,0
faunadb,fauna,faunadb-js,0,0,0.0,30,0,22.12,27,0,0.0,551,202.0,236.54,16901,1.0106,0,1,1,690,7,9999,0
egg-redis,eggjs,egg-redis,0,0,0.0,15,0,32.56,4,0,2449.6,520,524.0,545.76,7290,1.0495,0,1,1,267,0,9999,0
mongo-seeding-cli,pkosiec,mongo-seeding,0,0,0.0,6,0,97.79,5,0,0.0,424,142.0,98.31,2386,0.8222,0,1,1,561,0,9999,0
websql,nolanlawson,node-websql,0,0,0.0,7,0,76.6,8,1,0.0,1753,300.25,428.04,15215,0.8177,0,1,1,89,4,9999,0
react-native-mmkv-storage,ammarahm-ed,react-native-mmkv-storage,0,18,0.0,30,0,89.42,46,0,0.0,201,98.5,120.43,25509,0.8364,0,1,1,1752,4,9999,0
@truffle/db,trufflesuite,truffle,0,0,0.0,30,0,24.54,527,0,0.0,1013,15.0,7.65,14947,0.7381,0,1,1,13929,19,9999,0
@jonstuebe/mssql,patriksimek,node-mssql,97,191,2.0314,30,3,48.13,22,1,0.0,2991,9999,9999,8,1.3568,0,1,1,2274,0,0,1
egg-mysql,eggjs,egg-mysql,0,0,0.0,13,0,34.69,0,0,3531.3,472,202.5,307.0,4469,0.9723,0,1,1,331,0,9999,0
@koishijs/plugin-database-mysql,koishijs,koishi,0,16,0.0,30,0,93.32,106,1,480.61,177,142.75,187.28,137,0.7586,0,1,1,5604,9,9999,0
thunk-redis,thunks,thunk-redis,0,0,0.0,2,0,99.39,4,0,27.23,2715,23.5,28.58,485,0.6338,0,1,1,209,0,9999,0
quick.db,TrueXPixels,quick.db,0,0,0.0,30,0,39.75,5,0,0.0,1078,25.25,34.69,4970,1.004,0,1,1,332,4,9999,0
aerospike,aerospike,aerospike-client-nodejs,20,30,2.6667,30,3,42.65,38,1,0.0,27,39.0,9.54,18685,1.1477,0,1,1,207,37,30,1
lmdb-store,DoctorEvidence,lmdb-store,15,53,1.1321,30,2,85.02,79,1,0.0,1427,65.75,106.51,5638,2.1866,0,1,1,660,2,5,1
common-errors,shutterstock,node-common-errors,0,0,0.0,7,0,84.81,4,0,0.0,2154,272.5,417.27,7457,1.0184,0,1,1,283,2,9999,0
better-sqlite3-sqlcipher,JoshuaWise,better-sqlite3,17,69,0.9855,30,5,85.05,95,1,0.2,2212,9999,9999,68,0.5332,0,1,1,7311,20,7,1
rxfire,firebaseextended,rxfire,0,0,0.0,30,0,21.17,55,1,0.0,557,117.0,136.34,195083,0.941,0,1,1,149,34,9999,0
pg-mem,oguimbal,pg-mem,0,17,0.0,30,0,89.56,197,0,0.02,117,4.75,3.11,363900,0.9227,0,1,1,2341,7,9999,0
ts-jest,kulshekhar,ts-jest,113,415,1.0892,30,9,21.86,82,1,0.0,33,12.25,20.08,26442059,0.8999,0,1,1,7077,12,0,1
@testing-library/react,testing-library,react-testing-library,1,10,0.4,30,1,27.62,81,1,0.0,155,101.75,90.47,45300730,0.8984,0,1,1,19605,18,82,1
axe-core,dequelabs,axe-core,101,217,1.8618,30,19,28.83,453,1,0.0,4,1.25,1.3,53831250,0.8715,0,1,1,7258,19,4,1
@testing-library/user-event,testing-library,user-event,0,3,0.0,30,0,39.1,120,1,5299.71,517,123.25,155.54,38794832,0.9138,0,1,1,2309,23,9999,0
jest,facebook,jest,119,243,1.9588,30,26,38.31,233,1,0.0,45,55.0,66.16,46387515,0.9133,0,1,1,45459,65,0,1
@testing-library/react-hooks,testing-library,react-hooks-testing-library,0,0,0.0,30,0,52.39,44,1,396.4,1466,87.75,68.64,2646259,0.9362,0,1,1,5266,15,9999,0
@testing-library/dom,testing-library,dom-testing-library,0,2,0.0,30,0,34.72,129,1,16.66,331,97.0,157.64,55296409,0.8838,0,1,1,3328,38,9999,0
chai,chaijs,chai,28,98,1.1429,30,5,38.7,89,1,0.0,182,30.0,17.62,85208582,0.8838,0,1,1,8264,5,1,1
sinon,sinonjs,sinon,40,66,2.4242,30,11,31.61,49,1,0.0,48,12.25,11.76,10882924,0.9655,0,1,1,9753,8,7,1
mocha,mochajs,mocha,129,316,1.6329,30,16,35.16,257,1,0.0,2,7.75,5.36,14369384,0.8976,0,1,1,22967,63,1,1
selenium-webdriver,SeleniumHQ,selenium,405,1442,1.1234,30,12,19.68,206,1,0.0,7,28.75,17.17,1996067,0.9613,0,1,1,34213,97,0,1
@testing-library/jest-dom,testing-library,jest-dom,2,14,0.5714,30,2,32.99,141,1,0.0,264,16.5,14.87,50973804,0.9006,0,1,1,4595,37,12,1
eslint-plugin-testing-library,testing-library,eslint-plugin-testing-library,76,261,1.1648,30,5,25.37,38,1,0.0,91,22.5,17.39,8715904,0.9072,0,1,1,1060,11,0,1
jasmine-core,jasmine,jasmine,20,271,0.2952,30,2,61.93,7,1,0.0,16,25.5,25.66,6149801,0.8738,0,1,1,15824,2,16,1
supertest,visionmedia,supertest,0,29,0.0,30,0,20.58,186,1,0.0,168,45.25,70.52,15799127,0.8813,0,1,1,14373,19,9999,0
newman,postmanlabs,newman,0,3,0.0,30,0,27.2,319,1,0.0,157,167.75,202.3,693613,0.9481,0,1,1,7233,69,9999,0
@testing-library/cypress,kentcdodds,cypress-testing-library,4,6,2.6667,30,2,27.2,42,1,2.12,54,239.25,13.06,1389898,0.9393,0,1,1,1823,4,54,1
nise,sinonjs,nise,4,26,0.6154,30,3,31.43,7,1,0.0,72,143.25,226.36,7662761,0.9154,0,1,1,112,3,41,1
@appium/support,appium,appium,262,843,1.2432,30,8,31.78,81,1,0.0,4,10.25,10.4,2671592,0.8854,0,1,1,21678,12,0,1
cypress,cypress-io,cypress,366,1453,1.0076,30,13,35.65,1166,1,0.18,14,11.75,2.28,7235192,0.9208,0,1,1,50403,51,0,1
karma,karma-runner,karma,0,0,0.0,30,0,44.15,402,1,0.0,693,193.5,77.98,3588278,0.8806,0,1,1,11960,50,9999,0
jasmine,jasmine,jasmine-npm,12,56,0.8571,30,1,80.04,0,1,619.32,16,25.5,25.66,1401070,0.9333,0,1,1,379,0,9,1
cypress-cucumber-preprocessor,TheBrainFamily,cypress-cucumber-preprocessor,19,129,0.5891,30,2,73.6,8,1,0.0,1660,38.75,28.08,140085,0.961,0,1,1,1359,2,7,1
jest-expo-enzyme,expo,expo,1961,6030,1.3008,30,27,12.2,636,1,0.0,1332,48.25,47.37,1520,0.5968,0,1,1,50232,337,-1,1
gremlins.js,marmelab,gremlins.js,0,0,0.0,24,0,42.4,21,0,84.81,2162,36.0,31.29,7408,0.9961,0,1,1,9088,12,9999,0
node-mocks-http,howardabrams,node-mocks-http,6,11,2.1818,30,3,37.84,0,1,0.0,416,52.25,55.58,2046384,0.87,0,1,1,773,0,27,1
@stryker-mutator/api,stryker-mutator,stryker-js,118,594,0.7946,30,4,37.86,71,1,0.0,73,34.0,23.76,1367865,0.7301,0,1,1,2921,21,0,1
fetch-mock,wheresrhys,fetch-mock,0,61,0.0,30,0,91.21,23,1,0.0,236,33.25,29.94,1199229,0.9148,0,1,1,1310,18,9999,0
wait-for-expect,TheBrainFamily,wait-for-expect,0,2,0.0,11,0,79.25,10,0,0.0,326,542.5,843.72,788046,0.932,0,1,1,299,3,9999,0
cypress-localstorage-commands,javierbrea,cypress-localstorage-commands,0,17,0.0,7,0,37.76,3,0,999.86,99,212.25,20.91,289129,0.8654,0,1,1,180,0,9999,0
nyc,istanbuljs,nyc,2,6,1.3333,30,2,31.93,206,1,0.0,120,537.5,567.33,8540125,0.8738,0,1,1,5767,19,36,1
deep-eql,chaijs,deep-eql,0,3,0.0,20,0,45.76,22,1,58.1,748,136.5,136.79,48174980,0.9443,0,1,1,113,4,9999,0
fishery,thoughtbot,fishery,0,5,0.0,22,0,28.87,20,1,0.0,196,343.25,422.36,823909,0.9958,0,1,1,1017,3,9999,0
ignore-styles,bkonkle,ignore-styles,0,0,0.0,7,0,88.0,9,0,0.0,3587,26.0,29.03,148325,0.9697,0,1,1,210,2,9999,0
flush-promises,kentor,flush-promises,0,0,0.0,3,0,58.33,3,0,0.0,2791,9999,9999,420367,0.8287,0,1,1,194,2,9999,0
@pact-foundation/pact,pact-foundation,pact-js,104,295,1.4102,30,6,40.22,121,1,0.0,30,25.25,15.51,564299,0.9728,0,1,1,1780,24,1,1
log-process-errors,ehmicky,log-process-errors,8,27,1.1852,4,2,98.66,1,1,0.0,451,216.75,187.58,263750,0.8909,0,1,1,469,1,44,1
query-selector-shadow-dom,Georgegriff,query-selector-shadow-dom,0,0,0.0,10,0,71.76,23,1,0.0,1313,201.25,262.58,8541664,0.8329,0,1,1,262,11,9999,0
@open-wc/testing-helpers,open-wc,open-wc,20,36,2.2222,30,4,28.57,206,1,0.0,791,79.5,77.98,158243,0.913,0,1,1,2396,49,20,1
@xstate/test,statelyai,xstate,34,148,0.9189,30,6,70.08,124,1,0.0,894,77.0,73.14,28024,0.9508,0,1,1,29736,29,0,1
@testing-library/svelte,testing-library,svelte-testing-library,11,35,1.2571,30,3,24.05,1,1,12.32,0,45.25,76.07,663200,0.8716,0,1,1,661,1,0,1
cypress-fail-fast,javierbrea,cypress-fail-fast,0,14,0.0,5,0,56.1,3,0,0.0,92,234.5,225.25,270824,0.7817,0,1,1,122,1,9999,0
testcafe,DevExpress,testcafe,23,43,2.1395,30,4,17.39,34,1,0.0,7,121.5,119.63,209731,0.8893,0,1,1,9908,22,7,1
@jackfranklin/test-data-bot,jackfranklin,test-data-bot,0,0,0.0,15,0,59.81,19,0,910.89,1210,256.0,223.05,81762,0.7597,0,1,1,667,13,9999,0
jest-fela-bindings,robinweser,fela,0,0,0.0,30,0,35.43,8,0,0.0,1315,55.75,49.89,1678,0.7807,0,1,1,2285,1,9999,0
browserstack,scottgonzalez,node-browserstack,0,0,0.0,15,0,67.86,5,0,0.0,2018,228.5,16.1,754458,0.9388,0,1,1,213,1,9999,0
jasmine-expect,JamieMason,Jasmine-Matchers,0,0,0.0,9,0,96.91,14,0,0.0,2102,158.75,162.57,28470,0.9961,0,1,1,580,10,9999,0
rxjs-marbles,cartant,rxjs-marbles,0,0,0.0,8,0,95.81,8,0,0.0,1806,118.25,120.87,98675,1.0441,0,1,1,301,5,9999,0
angular-mocks,angular,angular.js,0,0,0.0,30,0,22.99,461,0,0.28,1537,217.0,193.68,209711,0.9346,0,1,1,58597,72,9999,0
@wojtekmaj/enzyme-adapter-react-17,wojtekmaj,enzyme-adapter-react-17,0,0,0.0,9,0,90.62,1,0,0.0,1321,83.5,90.97,404623,0.9521,0,1,1,297,0,9999,0
chai-json-schema,chaijs,chai-json-schema,12,12,4.0,11,2,53.4,3,1,0.0,2598,342.5,224.2,85721,0.8446,0,1,1,76,2,6,1
cucumber,cucumber,cucumber-js,92,243,1.5144,30,7,30.17,46,1,0.0,1525,222.5,241.2,238698,0.9654,0,1,1,5350,8,0,1
appium-android-driver,appium,appium-android-driver,14,126,0.4444,30,3,28.72,0,1,0.0,4,11.0,10.42,815454,0.8987,0,1,1,263,0,4,1
deep-equal-ident,fkling,deep-equal-ident,0,0,0.0,2,0,95.83,1,0,394.6,3921,114.0,96.38,128031,0.853,0,1,1,6,0,9999,0
babel-plugin-webpack-alias,trayio,babel-plugin-webpack-alias,0,0,0.0,7,0,89.55,12,0,0.0,3505,19.5,29.34,19180,1.0083,0,1,1,148,1,9999,0
chai-string,onechiporenko,chai-string,0,0,0.0,10,0,23.53,12,0,0.0,473,759.25,942.67,452686,0.9499,0,1,1,25,10,9999,0
qunit,qunitjs,qunit,12,37,1.2973,30,3,42.77,52,1,0.0,22,58.0,49.31,465064,0.8369,0,1,1,4036,8,22,1
react-select-event,romgain,react-select-event,0,0,0.0,13,0,60.63,23,1,0.0,1416,132.75,144.02,509874,1.0204,0,1,1,210,9,9999,0
airtap,airtap,airtap,0,0,0.0,30,0,47.17,8,0,0.0,583,379.0,418.4,6974,0.9009,0,1,1,1377,2,9999,0
@ethereum-waffle/mock-contract,EthWorks,Waffle,0,0,0.0,30,0,28.96,81,0,0.0,985,61.75,101.82,63757,0.8067,0,1,1,964,13,9999,0
miragejs,miragejs,miragejs,0,0,0.0,30,0,57.29,213,0,0.0,733,57.75,98.3,338604,0.9213,0,1,1,5527,27,9999,0
winston,winstonjs,winston,9,27,1.3333,30,3,52.12,519,1,0.0,198,16.75,29.01,25074751,0.8995,0,1,1,24478,59,7,1
